url,url_length,has_https,has_ip_address,has_at_symbol,has_dash,count_dots,num_subdomains,domain_age_days,is_shortened,label
http://www.lwmpehncni.org,25,0,0,0,0,2,3,750,0,0
http://www.xdhysdj.org,22,0,0,0,0,2,2,2163,0,0
http://www.dlreixio.org,23,0,0,0,0,2,3,1531,0,0
http://www.vttsdsbn.biz-account,31,0,1,0,1,2,4,139,0,1
http://www.argkcgzmt.biz-account,32,0,1,0,1,2,2,19,0,1
https://www.nujzxpm.com,23,1,0,0,0,2,1,661,0,0
http://www.hgfaldbh.info-verify,31,0,1,0,1,2,3,65,0,1
http://www.gsiedzkvf.com-account,32,0,0,0,1,2,1,165,0,1
http://www.mtyzoh.net,21,0,0,0,0,2,2,1327,0,0
https://www.ttuvtv.info,23,1,0,0,0,2,1,1734,0,0
https://www.rftsvx.com,22,1,0,0,0,2,3,985,0,0
https://www.xjkpgngfrr.info,27,1,0,0,0,2,4,1468,0,0
https://www.gpfmwt.com,22,1,0,0,0,2,1,1075,0,0
https://www.qoywkpre.info,25,1,0,0,0,2,4,804,0,0
https://www.cjmncl.info,23,1,0,0,0,2,2,506,0,0
http://www.login-gdpgktn.net,28,0,0,0,1,2,2,258,0,1
https://www.yjejclmh.org,24,1,0,0,0,2,2,2417,0,0
https://www.szseh.info,22,1,0,0,0,2,4,929,0,0
http://www.wqpyse.biz,21,0,0,0,0,2,3,856,0,0
http://www.ysbob.info-account,29,0,0,0,1,2,3,61,0,1
https://www.trbspliaqq.com,26,1,0,0,0,2,1,2257,0,0
https://www.jexocb.net,22,1,0,0,0,2,1,354,0,0
https://www.bvejtlgjey.info,27,1,0,0,0,2,3,2049,0,0
http://www.hrkgvpcxj.com,24,0,0,0,0,2,2,1482,0,0
http://www.sydmvuu.org@malicious.com,36,0,1,1,0,3,2,195,1,1
http://www.kiycst.info@malicious.com,36,0,0,1,0,3,1,191,0,1
http://www.oluecrkpca.in,24,0,0,0,0,2,3,966,0,0
http://www.wxrutyist.com@malicious.com,38,0,0,1,0,3,1,52,0,1
http://www.nvfcawvwof.xyz,25,0,0,0,0,2,4,1885,0,0
http://www.fwpyd.in@malicious.com,33,0,1,1,0,3,2,203,0,1
https://www.mqgrehaye.info,26,1,0,0,0,2,2,2497,0,0
http://www.rasnafz.net,22,0,0,0,0,2,4,1813,0,0
http://www.cxluodk.biz@malicious.com,36,0,1,1,0,3,2,190,0,1
https://www.vjeaq.info,22,1,0,0,0,2,2,817,0,0
https://www.dwzbk.net,21,1,0,0,0,2,2,1043,0,0
http://www.vtbaihpk.com@malicious.com,37,0,0,1,0,3,3,264,0,1
http://www.lykmymad.net,23,0,0,0,0,2,1,382,0,0
https://www.xkevcfx.biz,23,1,0,0,0,2,1,1955,0,0
http://www.dfcadsmn.com-verify,30,0,0,0,1,2,4,108,1,1
http://www.fwkjvvj.org-verify,29,0,1,0,1,2,2,147,0,1
https://www.nakbtnqru.in,24,1,0,0,0,2,2,2891,0,0
http://www.secure-obccjfo.in,28,0,1,0,1,2,4,116,0,1
https://www.jzqohr.biz,22,1,0,0,0,2,2,878,0,0
https://www.hnxnv.com,21,1,0,0,0,2,4,1192,0,0
https://www.rsfzc.net,21,1,0,0,0,2,3,1040,0,0
https://www.cfcdw.com,21,1,0,0,0,2,3,1531,0,0
https://www.ympnhjegwe.biz,26,1,0,0,0,2,1,2257,0,0
http://www.secure-ttblm.info,28,0,0,0,1,2,1,220,0,1
http://www.secure-dodibp.org,28,0,0,0,1,2,3,99,1,1
http://www.pafiw.biz-account,28,0,0,0,1,2,4,96,0,1
http://www.ahkkvwy.org@malicious.com,36,0,1,1,0,3,4,104,1,1
https://www.pqavsgh.com,23,1,0,0,0,2,1,1068,0,0
https://www.eryhxj.biz,22,1,0,0,0,2,4,2483,0,0
http://www.wfczgvm.xyz@malicious.com,36,0,0,1,0,3,1,53,0,1
http://www.login-wboqy.in,25,0,1,0,1,2,4,92,1,1
http://www.qcwoph.info,22,0,0,0,0,2,2,2956,0,0
http://www.fuljkivilt.com-verify,32,0,1,0,1,2,4,68,0,1
https://www.hnqjbzy.info,24,1,0,0,0,2,1,2343,0,0
http://www.hyanqnr.com,22,0,0,0,0,2,3,688,0,0
https://www.ivnwf.org,21,1,0,0,0,2,4,1947,0,0
http://www.edtnxrfvbb.info-verify,33,0,0,0,1,2,3,55,0,1
http://www.login-rwcau.in,25,0,0,0,1,2,1,113,1,1
http://www.login-jjocmziqn.xyz,30,0,0,0,1,2,1,99,0,1
http://www.mrxpjxo.com@malicious.com,36,0,0,1,0,3,3,153,1,1
http://www.agicagiqt.info@malicious.com,39,0,0,1,0,3,1,55,1,1
